episode,step,height_above_pad,horizontal_error,cam_u,cam_v,corners_in_frame,fully_in_frame,centre_in_frame,px_per_cell,loss_cause,aruco_detected,aruco_pos_err
3,51,0.20138,0.06591,-0.4449,0.0899,2,False,True,15.56,too_close,False,nan
3,52,0.195,0.06387,-0.4212,0.0889,2,False,True,15.76,too_close,False,nan
3,53,0.18859,0.0613,-0.3921,0.075,2,False,True,16.01,too_close,False,nan
3,54,0.18182,0.05848,-0.3674,0.101,2,False,True,16.15,too_close,False,nan
3,55,0.1749,0.05567,-0.3352,0.1784,2,False,True,17.14,too_close,False,nan
3,56,0.16826,0.05288,-0.3092,0.2472,1,False,True,18.51,too_close,False,nan
3,57,0.16176,0.05003,-0.2863,0.2618,1,False,True,19.31,too_close,False,nan
3,58,0.15489,0.04707,-0.2347,0.2363,1,False,True,19.21,too_close,False,nan
3,59,0.14784,0.04434,-0.1919,0.2269,1,False,True,19.55,too_close,False,nan
3,60,0.14105,0.04211,-0.1918,0.257,1,False,True,20.96,too_close,False,nan
3,61,0.13455,0.04021,-0.1982,0.2744,1,False,True,22.33,too_close,False,nan
3,62,0.12779,0.03846,-0.1643,0.2518,1,False,True,23.69,too_close,False,nan
3,63,0.12065,0.03709,-0.1287,0.2448,0,False,True,24.86,too_close,False,nan
3,64,0.11367,0.03643,-0.1349,0.2852,0,False,True,26.4,too_close,False,nan
