episode,step,height_above_pad,horizontal_error,cam_u,cam_v,corners_in_frame,fully_in_frame,centre_in_frame,px_per_cell,loss_cause,aruco_detected,aruco_pos_err
1,15,0.41085,0.12158,0.1146,0.2739,4,True,True,6.82,,True,0.009875603387995077
1,16,0.40436,0.12348,0.1495,0.2713,4,True,True,7.07,,True,0.010711457669492469
1,17,0.39791,0.1255,0.1743,0.2808,4,True,True,7.07,,True,0.009268030659868528
1,18,0.39168,0.12758,0.1936,0.2949,4,True,True,7.1,,True,0.0071735692530845215
1,19,0.38551,0.12956,0.2294,0.3035,4,True,True,7.45,,True,0.015690354973106824
1,20,0.37913,0.13134,0.2566,0.2994,4,True,True,7.72,,True,0.015384104957261058
1,21,0.37273,0.13283,0.2333,0.3061,4,True,True,7.58,,True,0.01109821387208675
1,22,0.36645,0.13415,0.2173,0.3495,4,True,True,7.7,,True,0.027422003564151996
1,23,0.36005,0.13521,0.2529,0.3794,4,True,True,8.12,,True,0.010882098041283404
1,24,0.35368,0.13575,0.2779,0.3653,4,True,True,8.38,,True,0.010358720204941094
1,25,0.34734,0.13575,0.2491,0.3561,4,True,True,8.16,,True,0.007666318266630351
1,26,0.341,0.13547,0.2297,0.3805,4,True,True,8.31,,True,0.008921041994118974
1,27,0.33454,0.13498,0.2641,0.3898,4,True,True,8.62,,True,0.009693299387476893
1,28,0.32817,0.13417,0.2877,0.3539,4,True,True,8.82,,True,0.010691357563494517
1,29,0.32184,0.13314,0.3024,0.334,4,True,True,8.75,,True,0.03175409321942855
1,30,0.31615,0.13204,0.3145,0.3072,4,True,True,9.02,,True,0.008898820858295822
1,31,0.31042,0.13097,0.3419,0.2711,4,True,True,9.11,,True,0.008912241588787877
1,32,0.30425,0.13002,0.3652,0.273,4,True,True,9.33,,True,0.00921825680085974
1,33,0.29796,0.12909,0.3816,0.2864,4,True,True,9.71,,True,0.006474584274363909
1,34,0.29248,0.12802,0.3879,0.2588,4,True,True,10.13,,True,0.007573082409056901
1,35,0.28694,0.12692,0.3631,0.2188,4,True,True,9.93,,True,0.01018906435232099
1,36,0.28079,0.12614,0.3473,0.2233,4,True,True,9.9,,True,0.0075740578837375245
1,37,0.27458,0.12585,0.3642,0.2498,4,True,True,10.34,,True,0.007611356911455686
1,38,0.26905,0.12597,0.3739,0.2467,4,True,True,10.78,,True,0.008442337854230857
1,39,0.26331,0.12642,0.3967,0.237,4,True,True,10.88,,True,0.008734961813127986
1,40,0.25683,0.12722,0.4175,0.2669,4,True,True,10.99,,False,nan
1,41,0.25035,0.12823,0.4348,0.3189,4,True,True,11.57,,False,nan
1,42,0.24472,0.12926,0.4428,0.335,3,False,True,12.07,tilt,False,nan
1,43,0.23893,0.13026,0.4671,0.3373,2,False,True,12.19,too_close,False,nan
1,44,0.23258,0.13125,0.4903,0.3807,2,False,True,12.4,too_close,False,nan
1,45,0.22605,0.13205,0.5045,0.4419,1,False,True,13.16,too_close,False,nan
1,46,0.22014,0.13246,0.5056,0.4554,1,False,True,13.57,too_close,False,nan
1,47,0.21424,0.1325,0.528,0.4505,1,False,True,13.73,too_close,False,nan
1,48,0.20797,0.13224,0.606,0.5017,1,False,True,15.31,too_close,False,nan
1,49,0.20229,0.13124,0.6553,0.5699,1,False,True,16.94,too_close,False,nan
1,50,0.19714,0.12907,0.6365,0.5689,1,False,True,16.94,too_close,False,nan
1,51,0.19143,0.1259,0.591,0.5354,1,False,True,16.51,too_close,False,nan
1,52,0.18504,0.12208,0.5637,0.4908,1,False,True,16.28,too_close,False,nan
1,53,0.17847,0.11796,0.5658,0.4261,1,False,True,16.16,too_close,False,nan
1,54,0.1723,0.11384,0.5458,0.388,1,False,True,16.58,too_close,False,nan
1,55,0.16615,0.10997,0.5406,0.3889,1,False,True,17.48,too_close,False,nan
1,56,0.16027,0.10647,0.6002,0.3656,1,False,True,18.5,too_close,False,nan
1,57,0.15507,0.10316,0.6438,0.2991,1,False,True,20.22,too_close,False,nan
1,58,0.14963,0.09998,0.6261,0.2584,2,False,True,21.47,too_close,False,nan
1,59,0.14335,0.09716,0.6225,0.2616,1,False,True,22.73,too_close,False,nan
1,60,0.13622,0.09486,0.628,0.2906,1,False,True,23.29,too_close,False,nan
1,61,0.12877,0.09312,0.6508,0.3807,1,False,True,23.61,too_close,False,nan
1,62,0.12186,0.09177,0.7167,0.5198,1,False,True,26.24,too_close,False,nan
1,63,0.11499,0.09032,0.7733,0.6291,1,False,True,29.78,too_close,False,nan
1,64,0.10781,0.08837,0.8022,0.7146,1,False,True,33.65,too_close,False,nan
1,65,0.10078,0.08577,0.758,0.779,1,False,True,35.92,too_close,False,nan
1,66,0.09377,0.08264,0.7143,0.8626,1,False,True,39.87,too_close,False,nan
1,67,0.08661,0.07909,0.7606,0.9387,1,False,True,47.04,too_close,False,nan
1,68,0.07968,0.07497,0.8493,0.9625,0,False,True,53.1,too_close,False,nan
1,69,0.07308,0.07012,0.8878,0.9837,0,False,True,58.14,too_close,False,nan
1,70,0.06657,0.06455,0.9462,1.0175,0,False,False,67.72,too_close,False,nan
1,71,0.05994,0.05822,1.0263,0.9736,0,False,False,75.97,too_close,False,nan
1,72,0.05258,0.05119,1.0446,0.9053,0,False,False,78.22,too_close,False,nan
1,73,0.04534,0.04368,1.0604,0.9222,0,False,False,91.17,too_close,False,nan
1,74,0.03858,0.03581,1.1536,0.9318,0,False,False,139.84,too_close,False,nan
1,75,0.0315,0.02754,1.3121,0.9262,0,False,False,592.23,lateral,False,nan
1,76,0.0236,0.0188,1.5176,1.1068,0,False,False,1761.41,lateral,False,nan
1,77,0.0159,0.00963,1.7646,1.9242,0,False,False,3140.07,lateral,False,nan
1,78,0.01172,0.00333,11.5692,-17.8487,0,False,False,2103.04,behind,False,nan
2,1,0.49731,0.12043,0.2524,0.0458,4,True,True,5.61,,True,0.013366095584660776
2,2,0.49185,0.11672,0.2548,0.0144,4,True,True,5.76,,True,0.015493190066558409
2,3,0.48593,0.11295,0.2267,-0.0156,4,True,True,5.7,,True,0.019352701621987198
2,4,0.4803,0.10936,0.204,-0.0042,4,True,True,5.82,,True,0.015934977265523537
2,5,0.47425,0.10613,0.2184,0.0157,4,True,True,5.9,,True,0.020222892674260827
2,6,0.46791,0.10312,0.2255,0.0118,4,True,True,5.94,,True,0.014910173007534548
2,7,0.46236,0.10029,0.1923,0.0145,4,True,True,5.95,,True,0.016297777071181754
2,8,0.45702,0.09791,0.1619,0.0473,4,True,True,6.03,,True,0.01217058955283762
2,9,0.45101,0.09617,0.1663,0.0789,4,True,True,6.29,,True,0.010462432078431236
2,10,0.44471,0.095,0.161,0.0816,4,True,True,6.27,,True,0.01611167445593773
2,11,0.43932,0.09444,0.1162,0.0902,4,True,True,6.15,,True,0.018292902937522164
2,12,0.43415,0.09476,0.0776,0.1308,4,True,True,6.28,,True,0.01143693482019696
2,13,0.42807,0.09606,0.075,0.1674,4,True,True,6.46,,True,0.014018248453648947
2,14,0.42155,0.09823,0.103,0.1724,4,True,True,6.45,,True,0.014207888121008011
2,15,0.41542,0.10106,0.1689,0.182,4,True,True,6.64,,True,0.017811060193016138
2,16,0.40984,0.10405,0.2393,0.223,4,True,True,7.02,,True,0.010781433247749569
2,17,0.40383,0.10657,0.2717,0.259,4,True,True,7.45,,True,0.011068368081811794
2,18,0.39709,0.10827,0.2526,0.2619,4,True,True,7.35,,True,0.010775401284242057
